content,score
"Aneh, ini mh sama aja bukan online, klo masih dsuruh dateng ke kantor mh. Mau daftar aja harus ada barcode lagi. Anggaran gede, bikin aplikasi slalu setengah2, yg namanya berbasis online, ya harusnya semua serba online. Kenapa harus pake barcode, kan bisa pakai pengenal wajah atau tempel ektp bagi yg udh suport nfc, percuma dong pakai e ktp. Uninstal lah , ga guna",1
Sementara Bintang 2 dulu Deh...Apresiasi dengan adanya aplikasi ini...Tapi sayang untuk membuka aplikasinya sangat susah sekali...Loading Mulu....Tolong bagian Development Program nya diperbaiki lagi..!!! Tks,2
"Keteranganya pendaftaran secara online tapi nyatanya saat mendaftar setelah verifikasi wajah baru scan barcode, dan itu bisa didapatkan dengan datang langsung ke dukcapil terdekat, padahal dukcapil cuma satu di setiap daerah dan lokasi sangat jauh, jauh2 cuma untuk minta barcode saja..",1
"Tolong lebih ditingkatkan lg, ini mau ngurus ribet aplikasi, tp aplikasinya kurang mendukung bnget. Berbenah lg lah kalo mau menggunakan kemajuan teknologi. Kalo misal belum siap tolong kasih alternatif biar pengurusannya jd lebih efektif. Dri pada gini nunggu aplikasi error gak jelas sampek kaoan. Buang buang waktu dan tidak efektif sama sekali. TOLONG KRITIKANNYA DI DENGAR DAN DIPERBAIKI",1
"Aplikasinya jelek, pilih"" Hp, kualitas buruk. Pembuatan apk asal-asalan, harusnya dipikir mateng"" dulu baru disebar, pikirin juga yang di pelosok-pelosok sinyal jelek, banyak masalah. Gausah ada mending, ktpnya mending kayk yg dulu aja berbentuk fisik",1
"Kalau hanya untuk memudahkan saat mengurus dokumen tanpa harus bawa bentuk fisik,. Trs bedanya dr foto apa? Kenapa harus repot² pake aplikasi? Kenapa ngga memanfaatkan RFID yg udah ketanam di e-KTP? Buru² bgt pengen semua digital. Security-nya di benerin dulu, data bocor Mulu. Bisa kerja ga si? Ngabisin duit aja, manfaatnya ga kerasa",1
"Mau daftar aja susah. Disuruh masukkan email, Setelah dimasukkan tapi malah ada tulisan email tidak valid padahal email-nya udh benar. Saya berharap aplikasi ini diperbaiki untuk lebih memudahkan lagi masyarakat Indonesia, untuk membuat identitas kependudukan digital.",1
"Awal instal lancar dan baik² saja. Sudah verifikasi ke Disdukcapil dan berfungsi normal. Tapi awal tahun 2024 ini entah kenapa tiba² tidak bisa akses dgn data, hanya bisa dgn wifi, dan itu hanya KTP yg muncul; untuk KK tidak ada lagi. Mohon dapat ditanggapi nggih? Mungkin perlu update jika ada bugs atau apa ... Terima kasih....",3
"Tolong tambahkan fitur download file, agar gambar file dapat digunakan dengan resolusi yang baik untuk dipergunakan sebagai kelengkapan dokumen seperti melamar pekerjaan; persyaratan tertentu dan lain sebagainya. Sebab file di handphone terlihat pecah dan bila di screenshot akan lebih pecah lagi pixelnya. Semoga diperhatikan. Terima kasih.",3
"Masih belum tau fungsi utama dari aplikasi ini apa,, Tapi yang jelas masih butuh beberapa perbaikan seperti penggunaan kata baku dan tidak baku (exp. Istri bukan Isteri, dll), kecepatan connecting app dalam penggunaan, kejelasan fitur, dsb.",3
"Kenapa selalu saja koneksi tidak stabil,padahal paket jaringan full pakai wifi juga tidak bisa,tolong di-update susah kalau mau nunjukin KTP digital mohon bantuannya karna dari tadi coba masuk tidak bisa",1
"Aplikasi tidak bisa dibuka kesalahan koneksi padahal paket data ada, wifi jg sudah coba, tp tetap saja tidak bisa dipakai, tolong lebih diperbaiki kembali aplikasinya semoga dapat bermanfaat untuk masyarakat Indonesia dalam menggunakan layanan umum di seluruh wilayah Indonesia",1
"Yah.. pdhal jaringan full bgs (wifi/pket data) ..masih ngga bisa2 masuk ""coba lagi"" ...""coba lagi"".. pakai aplikasi digital biar cepat dan mudah, masyarakat malah tmbah jadi sulit susah, jd buang wktu.. 🤦‍♂️ gagal mulu.. sampai kpn ini.. hadeh.. tlg diperbaiki lagi",1
Ngapain dibikin digital kalau masih disuruh datang hanya untuk konfirmasi pendaftaran aplikasinya. Digital itu untuk mempermudah. Kalau IT nya ga sanggup bikin y cari IT yang bagus yang sanggup bikin. Duit negara kan banyak.,1
"Saya sudah disetujui dan terdaftar pas keluar mencoba utk masuk lagi pake no aktivasi yg sama di gmail dan blm saya rubah..ga bisa2,malah yg ada daftar lagi2..ga jelas banget...tolong diperbaiki apk ini kaya peduli lindungi,bagus...mudah,cepat dan ga ribet...kaya nya apk ini blm siap diaplikasikan di masyarakat...harus nya pada saat buka apk ini ada daftar ada login...saya yg sudah terdaftar dan disetujui..dg gmail dan no hp yg sama serta aktivasi yg sesuai diberikan gmail...daftar terus...",1
Mohon maaf kalau masih ngebug dan banyak masalah dalam sistem aplikasinya lebih baik langsung cepat diatasi. Sudah masuk PlayStore tapi dapat nilai 3.0 menandakan aplikasi ini sangat² riskan databasenya. Buat apasih kayak gini ga berguna aslinya. Lebih baik kembangkan scaning langsung ditempat ga repot buka ini buka itu 🙏,1
"mohon diperbaikin,setiap mau buka dokumen selalu cobalagi selalgu gangguan. kita itu perlu. ditmbah saat ini lambat pnctkan blanko. kami berharap aplikasinya berjalan baik tanpa ada gangguan. tolong diperhatikan.dan respon",1
"ingin ketawa rasanya setelah instal aplikasi ini harusnya setelah isi data dengan benar dan ambil foto kartu digital/ektp langsung bisa dikirim lewat email kalo masih harus scan barcode ke capil atau ke kecamatan itu namanya ribet.kalau seorang pekerja kapan bisa ke capil,ribet deh.tlg di perbarui aplikasinya supaya mempermudah bukan malah bikin ribet",1
"Tolong di perbaiki ,jangan menyusahkan rakyat ,apk banyak bug ,ga bisa cetak documen, kalo mau cetak harus ke kecamatan ga usah ada apk kalo bikin ribet ga guna ,tolong segera di perbaiki, kalo apk nya membantu semua akan terbantu ,akan mempermudah pencetakan doc dan sebagainya ,terimakasih",1
"Sudah bagus ada aplikasinya, tapi kayaknya belum dikembangkan lagi. Ada beberapa catatan: 1. Susah daftar dan berhenti di verifikasi wajah 2. Bahasa masih kaku dan tidak ada note solusi masalah Semoga para admin lebih serius mengelola aplikasinya",1
"Susah untuk masuk aplikasi. Mungkin Bug nya belum sempurna, padahal punya pemerintah, kalo buka di area Dukcapil pkek wifi sana lancar. Wkkwkwkw udh terbiasa menikmati fasilitas negeri ini ya gini karena kebanyakan menghemat budget.",1
"bikin aplikasi kok fungsi sekali buat daftar doang, setelah itu sama sekali ga bisa di akses, udah berkali-kali mencoba tiap hari selama hampir sebulan selalu gagal dengan alasan masalah jaringan, apa ini aplikasi buat ngumpulin data penduduk doang terus ga bisa berfungsi lagi gitu??, jadi pengembang itu harus responsif ga cuma sekedar buat terus dia abaikan begitu aja, 👎👎",1
"Server dan koneksi benerin dulu baru buat aplikasi. Masyarakat mau ngurus apapun susah, suruh download ikd pas buka aplikasi koneksi lemah terus. Benerin !!! Bukan buat mudah malah buat susah.",1
"Aplikasi cacat , down server, data gak bsa kebaca login sulit, padahal jaringan 4G lte, masuk biaya gede buat apa server nya aja busuk,, gak ada pembenahan apapun atau update apapun gak guna aplikasi cacat so soan mau maju nyatanya malah mundur",1
Aplikasi perlu di perbaiki lagi. Karena saat di akses sering keluar sendiri. Dan terkadang tidak bisa di buka karena terjadi kesalahan koneksi. Padahal jaringan saya bagus dan saya coba sambungkan ke wifi tetap saja terjadi kesalahan koneksi. Mohon di perbaiki agar lebih baik dan aplikasi bisa di pergunakan sebagaimana mestinya,2
"Ini bagus bget, biar ga ada yg menyalah gunakan data. Maka dri itu tetao butuh blanko dri dukcapil masing2 Apalagi diluaran sana banyak ajuan menggunakan No ktp saja Kalau ktp fisiknya tidak ada. Maka online. Dan online harus verifikasi 2 arah",3
"Aplikasi tidak bisa buka,di coba trus tdak bisa,cman muncul terjadi kesalahan koneksi,di unistall,sdah beberapa kali,tetap tidak bisa buka.padahal pake data datanya masih ada,mohon perbaikan nya,supaya sya bisa memakai ini aplikasi Teman² saya yg lain bisa pakai dan bisa buka di hp,kenapa sya punya tidak bisa buka,padahal jaringan saya bagus dan baik kenapa yahh tdak bisa buka di hp saya yah Mohon petunjuk untuk memperbaikinya agar bisa memperbaiki nya..terima kasih sebelumnya... Wassalam..",1
"Aplikasi jelek ga bisa dibuka, tiap dibuka selalu ngomong terjadi kesalahan koneksi padahal jaringan disini mah bagus² aja, masa tiap kali aplikasinya dibuka koneksinya jelek trus, masa aplikasi nya gada perkembangan sama sekali, ini udah tahun 2024 loh, untuk sementara sy kasih bintang 1 krna kecewa, nanti sy kasih rating 5 klo sy udh bisa login di aplikasi nya👍",1
"Aplikasinya jelek, ga bisa menampilkan ktp. Hanya barcode, tidak semua lembaga punya barcode dengan alasan adanya aplikasi ini, di jember ga bisa cetak ktp. Alasan blangko habis, tp untuk ktp baru bisa. Ada indikasi kurang baik dengan adanya teknologi",1
"Aplikasi ini Bagus Simple tapi Sayang Mesti Pakai Android 9,10 Keatas.. Baru Bisa di buka.. Padahal di keterangan Aplikasi Cuma Android 5 ke atas, tapi Saya Coba Pakai Android 7 tetap gk bisa dibuka hanya muncul coba lagi masalah jaringan dan coba lagi.. Ternyata android 7 tidak mendukung dan setelah ganti android 10 baru bisa di buka.. Ya salam.. Rubah keterangan aplikasi biar gk bikin bingung.",2
"Sudah bagus ada aplikasi seperti ini, tapi kok mesti kedukcapil lagi untuk minta scan barcodenya. Apa tdk ada solusi untuk bisa memudahkan masyarakat? Lalu kegunaan chip diKTP itu apa? Kok gak di manfaatkan dan dimaksimalkan chip tsb? Kan bisa manfaatkan chip tsb untuk aktivasi. klo IT developer atau programmernya blum bs memanfaatkan chip tsb. Cara manualnya setiap KTP yg baru dicetak/cetak ulang udah ada barcodenya. Tolonglah jangan gunakan istilah klo bisa di persulit kenapa mesti dipermudah.",3
"aplikasi apaan ini jelek buangett...gak bisa dibuka.pasti tulisan nya ""coba lagi""&""kesalahan koneksi""dikiranya ini undian berhadiah apa?pokok nya ini jelek.mohon diperbaiki lagi,klo gak mau memperbaiki mending dihapus aja aplikasinya gak usah ada beginian.",1
"Aplikasi nya hrsnya bisa diperbaiki mjd lbh baik...Kenapa selalu gakkk bisa dibuka sih...dijaringan WIFI atau sinyal HP reguler sama aja, susah dibuka🙃🙃",1
"Awal aktivasi bisa lihat data dokumen lainnya, namun setelah itu tidak bisa sampai detik ini.... Dengan keterangan dokumen sedang di integrasikan terus.... Tolong diperbaiki kak....",1
"Jauh-jauh ke kecamatan mau cetak e-ktp karena habis ganti foto disuruh daftar IKD datang dari jam 9 pagi sampai jam 3 sore KTP tidak bisa dicetak juga alasan data tidak singkron. Kalau memang nggak sinkron kenapa bisa sampai ganti foto KTP dan dapat email bisa dicetak e-ktp nya. Nggak jelas nyampein aja.lama, ribet",2
"Sebuah aplikasi yang seharusnya tidak diluncurkan. Karena ada bnyak bug dan kesalahan. 1. Proses data lemot 2. Tidak bisa unduh file identitas 3. Force close sering 4. Resolusi file identitas burik Sering pelayanan swata lebih baik dari pada negeri. Semoga bisa memperbaiki dan yg paling utama, adanya firewall ketat untuk retasan cyber. Terimakasih",1
"""Tejadi kesalahan koneksi"" padahal buka yg lain lancar² aja, aplikasi TERKONYOL yang pernah saya instal, saya yg udah bulak balik ke kecamatan yg jaraknya cukup jauh untuk memperjuangkan ktp, hasilnya gagal ambil ktp cuma karna aplikasi SAMPAH ini...",1
"Saya yakin dana untuk proyek KTP digital ini tidak sedikit,tapi dilihat dari hasilnya seperti aplikasi murahan dan asal jadi dan banyak sekali kekurangan juga tidak berguna cuma buat dilihat2 aja buat apa??? Ini yg bikin indonesia sulit untuk maju",4
Tidak bisa ambil gambar.... developer geblek harusny buat aplikasi begini udh dicoba di hp android android lawas karena ga smua orang punya hp android terbaru....kalo belm mateng lbih baik siapkan alternatif onsite jgn karena g bisa daftar ikdn rakyat dibuat susah.... teknologi itu untuk mempermudah bukan malah bikin hal yg simple jadi ribet....,1
"Aplikasi awalnya bagus tapi pas mau daftar begitu ribet harus scan barcode dari dukcapil,nah untuk cara dapat barcode dukcapil nya gimana.bukannya membantu mempermudah malah dipersulit.setidak nya dikirim email barcode nya biar bisa discan.",1
Saya baru mau buat tetapi tidak bisa di buka loading terus. Memory ekternal masih cukup internal pun masih banyak. Berkali kali hapus instal dan hapus chache tetap loading. Pakai wifi maupun data sama saja.,3
"Mohon maaf ini fungsinya untuk apa kalo gabisa di screenshot? Sedangkan terkadang instansi lain membutuhkan pembubuhan ktp. Coba tambahkan fitur seperti mobil JKN yang bisa mengirim foto dokumen ke email, ini sangat membantu apabila bisa menggunakan fitur tersebut.",2
"mau daftar aja masih harus ribet scan barcode ke dukcapil dulu. trus apa praktisnya aplikasi ini kalau tetap harus muter-muter ke dukcapil lagi hanya untuk scan barcode?? itu masih baru mau daftar udah mulai ribet, entah gimana selanjutnya yaa",1
"Aplikasi ini bagus sih tapi tolong ditingkatkan lagi fiturnya. Klu bisa dibuat fitur untuk pengajuan perubahan data seperti perubahan nama, pekerjaan, dan lainnya, serta tolong agar dokumen bisa di download 🙏",3
"Saya kasih 3 bintang dulu karena fungsi integrasi JKN dan NPWP belum berfungsi/hilang, padahal sebelumnya ada (dokumen sedang diintegrasikan),, Juga belum bisa digunakan untuk log in ke Satu Sehat.",3
"Bbrapa x loging tetapi cek data di dokumen susah sekali, padahal sudah trdaftar di dukcapil.. Ini bgmana sih kok seperti ini apk nya loading-loading terus gak prnah sukses.. Tolong dong untuk pengurus apk ini, tolong di perbaiki.. Kita ini org desa masa harus bolak balik ke dukcapil rasanya sulit deh untuk di jlaskn,dari desa ke kota itu lumayan jauh loh😔 Mohon yah bapak/ibu para suhu tolong di perbaiki hanya itu sj keluhan dari saya🙏 Hadeuuh😩",3
"Aplikasi ini sangat jelek, sungguh tidak memuaskan dan tidak sesuai ekspektasi. Padahal Pemerintah dengan semangatNya mengimbau masyarakat menggunakan Aplikasi ini. Ehhhh... malah merepotkan pengguna, saat dibuka malah koneksi gagal padal signal ditempat saya sangat bagus. Awal penggunaan sih bagus tapi lama-lama jadi Aplikasi sampah dan tidak berfaedah😬😬",1
"ini apk apaan, bukannya mempermudah malah mempersulit, kita mau download dokumen dikasih barcode, tapi barcode tidak bisa dibaca, harus ketika user masuk akun tidak perlu lagi pengamanan lagi, kalau tidak percaya yang login percuma ada apk ini",1
"Konsepnya digital tapi caranya masih konvensional, mau daftar udah bagus online eh masih harus scan QR datang ke dukcapil. Sama aja, ribet. Kenapa harus datang fisik lagi ke dukcapil hanya untuk scan QR? Kan katanya udah ada face recognition.",2
"Sebenarnya cukup bagus dan cukup mudah digunakan. Para pegawai juga sabar memberikan penjelasan tentang aplikasi ini. Namun membutuhkan jaringan prioritas ( saya awalnya menggunakan 3, namun karena lama, saya inisiatif mengganti dengan jaringan T*lkom baru berhasil ). Selain itu peningkatan UI juga sangat diperlukan",2
Kenapa ni si masa ga bs dibuka terus padahal Wi-Fi sya jaringan bagus kenapa ga bs dibuka selalu terjadi kesalahan jaringan terus tolong dong min diperbaiki lagi ni apk ini agar masyarakat pengguna lain nya juga tidak merasa kecewa yg menggunakan ini banyak loh yg pakai KTP digital ini bagus si tapi ada satu kendala jaringan tdk stabil padahal Wi-Fi kami bagus nian. Ini tolong diperbaiki lagi segera pengguna KTP digital ini yg lain nya juga enak terimakasih 🙏,2
"Aplikasi pajangan saja sih, untuk keperluan² yang membutuhkan identitas diri ternyata masih banyak yang menggunakan ""E-KTP"" dan belum mendukung menggunakan Ktp digital ini. Konsep sudah bagus hanya saja fungsi nya yang belum bisa dirasakan",2
Tujuan dari aplikasi ini mungkin baik. Hanya saja aplikasi ini belum memenuhi koneksi ke semua masyarakat indonesia dgn baik. Ada banyak sekali bug dan juga celah untuk pihak ke tiga masuk. Jadi rasanya takut kalau data diri kita bocor. Mulai dari tampilan dari aplikasi yang terlalu kuno di jaman ini. Koneksi yg bermasalah dan juga server yg login - logout. Proses yg memakan waktu lama. Harus ini itu ini itu. Apanya yg praktis di jaman ini.,1
"Aplikasi hanya bisa dibuka pakai wifi tower..Tidak bisa dibuka pake data seluler ataupun wifi seluler..Tolong tidak usah dibatasi untuk pemakaian data ,dan tidak harus pake wifi. HP saya seri Azus M1pro.. mohon bimbingannya.",4
"Tujuan dari aplikasi nya bagus, tapi cara aktivasinya kok masih harus ke kantor disdukpil (masih manual) scan QR, tujuan digitalisasi itu selain keamanan, ya bisa di gunakan kapanpun, darimanapun, dari perangkat apapun.. Semoga kebijakan prosedur aktivasinya bisa di rubah dan jangan lupa, KEAMANAN DATA nya, harus terjaga, apalagi sudah ada UU nya... terima kasih",2
"Maaf, setelah instal, masukkan nama nip no. HP, scan wajah, masih perlu k dukcapil, tapi petugas dukcapilnya masih sangat sibuk, antrinya sangat lama. Jadinya aplikasi ini tidak membantu mempercepat tapi dua kali kegiatan. Semoga bisa diperbaiki.",1
"Gak bisa login dengan alasan jaringan tidak stabil, padahal jaringan masih 4G stabil. Buka aplikasi lain lancar loh ini. Udah blanko KTP nya gak ada, lewat aplikasi ini malah error terus. Kalo memang jadinya menyusahkan, bukan memudahkan, mending gak perlu pake acara install aplikasi2 kek gini min.",1
"Aplikasi sangat di sayang kan..saya tidak bisa membuka dokumen, dan ada bacaan dokumen sedang di integrasikan..kalo kita butuh untk keperluan lain pun sulit untuk mencetak nya, karna tidak ada tulisan untk mencetak..dan gk semua org tau cara menggunakan aplikasi ini..padahal sudah pake wifi dan kuota tetep tidak bisa..jadi tolong kasih solusi nya seperti apa,karna aplikasi kurang maksimal...terima kasih",1
"Sebenarnya lebih mudah menggunakan apk ini untuk mengurus sesuatu yang berhubungan dengan dukcapil di era digital. Namun kenapa di saat saya sudah berhasil membuat surat pindah tapi tidak bisa didownload? Parahnya setelah saya pindah pulau apk ini tidak bisa dibuka. Alasannya koneksi, padahal koneksi lancar. Saya sangat kesulitan sekali..",2
"Bikin ribet, apalagi aplikasinya selalu ""terjadi kesalahan koneksi"". Berharap ada perbaikan aplikasi, bisa aktivasi dari rumah dan tidak perlu datang ke Dindukcapil, kecamatan atau kelurahan. Juga berharap ada jaminan keamanan data pribadi.",1
"Disuruh daftar aplikasi ikd waktu pembuatan e ktp tahun lalu, sudah genap setahun e ktp fisik saya terima tapi ktp elektronik di dalam aplikasi ikd belum muncul juga, setiap saya buka menu ktp selalu muncul terjadi kesalahan, yang bener aja😂",1
"Aplikasinya sangat kurang baik untuk jaringan lokal, karena selalu trobel dan pendaftaran IKD selalu gagal. Mohon kepada pemerintah supaya bisa melakukan pembenahan dalam menangani kasus pada jaringannya, untuk target 30% di setiap wilayah nggak bisa terwujud karena terkendala Jaringan lokal selalu maintenance. Terimakasih",1
"Sudah coba aplikasinya, saat verifikasi data minta foto, habis foto gak ada kelanjutan. cuma ada tab ""scan QR code "" dan tab ""Kembali"". ditunggu2 barangkali ada email masuk atau SMS, ternyata gak ada. Mohon aplikasi lebih disempurnakan lagi. trims.",5
Tidak bisa di buka. Cuma mutar² aja. Terjadi kesalahan koneksi terus. Udah coba data atau pun WiFi tetap sama. Terjadi kesalahan koneksi.,1
"Setidaknya klau buat aplikasi tu tolong di perhatikan, jgn buat peraturan digital tapi gk di urus, pas penting, aplikasinya gk bisa d buka, sdh brpa lama saya download apk ni, gk ada pembaruan, padahal masih bnyak bug nya ni apk Ni milik negara loh, masak gk bisa di perbaiki 😒😒",1
"Cetak ektp fisik sulit karena keterbatasan blangko.. pake identitas ktp digital begitu mau lihat dokumen ktp nya gak bisa di akses dengan pesan error ""terjadi kesalahan, coba lagi"" udah coba lagi begitu aja terus sampe kiamat!!!. Pemerintah kalo bikin aplikasi kenapa gak pernah ada yang benar dan bagus!! Rakyat yang selalu jadi korban.. hadeeehhh",1
Aplikasinya jelek bnget g bisa dibuka padahal jaringan bagus. Kalo bisa di buka pun sangat lambat. Sy harap pemerintah cepat memperbaikinya. Sy mau cetak ktp selalu tidak bisa krna alasannya blangco habis trus.,1
"Semua data yg masuk kk bisa dilihat dari aplikasi. Hanya tidak bisa di SS. Kekurangannya terlalu banyak menghabiskan paket internet. Masa, sy beli paket data 5gb. Buat instal dan konfirmasi data di aplikasi ikg. Ga ada sejam langsung habis 5gb. 😆😆😆, tolong di perbarui ya min. Sekiranya kami kaum mendang mending ini ga ngelus dada kaget tiba2 kehabisan paket internet 👍🏿👍🏿👍🏿",3
"Ngga bisa dipake. Mohon Kemdagri perbaiki, banyak fasilitas Web cek NIK juga ngga bisa dipake. Terasa percuma terlanjur disebar luas tapi kenyataan jebluk aplikasi+situs resminya. Jadi amat percuma buat² toh buat ngecek NIK asing/milik orang lain juga ngga bisa, silakan gunakan anggaran negara pada proyek² dengan tepat. Aplikasi yg disarankan uninstall setelah instalasi.",1
"Inovasinya sudah bagus, punya aplikasi yang bagus juga tapi dari segi integrasi ke layanan online masih kurang, harusnya disaat kita melakukan aktivitas atau pengajuan apapun di kelurahan atau yang berhubungan dengan status kependudukan bisa di integrasi kan ke aplikasi ini dan bisa di lihat sejauh mana prosesnya sudah berjalan, jd sekarang apalikasi ini hanya jd wadah untuk melihat data kk dan ktp saja,, saya rasa kalau hanya untuk keperluan itu aplikasi ini terlalu berlebihan, maksimalkan lagi",1
"Aplikasinya sudah bagus. Memang untuk pengaktifan wajib datang ke Dukcapil agar benar2 yang datang adalah pemegang identitas jadi akan tervalidasi dan meminimalisir penyalahgunaan identitas. Kekurangannya hanya tidak bisa dicetak secara mandiri, mungkin ada pertimbangan tetentu dari Dukcapil.",5
"Terjadi kesalahan koneksi, katanya mau pelan2 migrasi ke ikd, tapi ikd sendiri ngk menjanjikan selalu bisa di akses.. ini kalau lagi butuh terus ikd error.. susah. Ektp aja masih ngk berfungsi sebagaimana mestinya, udh ada IKD aja",1
"Tolong ditingkatkan lagi performanya, ini mau ngurus akte via online susah banget. Sedangkan dari pihak capil setempat sudah disuruh mengurus semua dokumen via online.Tiap kali upload file selalu kembali lagi ke awal,jadi ngulang2 terus. Sedangkan mau ngunduh file yang ada didalam applikasi IKDnya juga gak bisa..",3
"Ada beberapa pelayanan instansi tertentu yang mengharuskan memberikan copy ktp dan KK. Di fitur dokumen kartu keluarganya hanya bisa di lihat saja gak bisa di apa apakan, mohon tambahkan fitur download dokumen..agar kami juga dapat mencetak dokumen tersebut secara mandiri",2
"Aplikasi ga bisa digunakan, gak jelas, setelah loading, terjadi kesalahan koneksi coba lagi, coba lagi sampai kapan? Sampai kiamat? Diupdate jg ga ngaruh, sdh pake paket data jg gak bs, pkai wifi jg ga bs, sama aja!!!!",1
"Satu lagi aplikasi negara yg ngeribetin, 3kali kecapil buat scan barcode gagal trus, solusiny restart hp, upgrade prangkat dan trakhir dsuruh pake hp lain. Spek hp utk aplikasi ini mungkin utk hp dg hp spek tinggi sprti iphone 18 pro max extra super special edition",1
"Untuk daftar/instal pertama kali memang agak ribet ya karena harus datang langsung ke Dinas Dukcapil. Tapi itu maksudnya baik agar aplikasi ini memang dipakai oleh orang yang tepat bukan org lain yang nyamar, demi keamanan data pribadi. Di satu sisi, kita ingin kemudahan tapi di sisi lain, keamanan data pribadi harus jadi prioritas. Terus diperbaiki ya...",5
Apl rusak. Buat apl tu yg niat lah. Apl nya ngestuck di tampilan awal doang. Trus katanya jaringan gk stabil. Padahal udah pke jaringan/ wifi yg kenceng juga. Hdhhh.. Apasi..,1
"Aplikasi kurang responsif buka lelet.bukan masalah jaringan atau hp.tapi emang lelet butuh 1 menit kemenu login.Ini fungsinya buat apa,kalau di beberapa instansi masih meminta indentitas fisik.buat aktifin go mobile di BCA contohnya gak bisa.dimintai identitas fisik.",1
"Kurang praktis, harus scan QR ke kantor dukcapil dahulu ketika registrasinya, trus udah scan dr tgl. 27/04/2023 di kantor Dukcapil Kota Serang, sampai sekarang (tgl. 29/04/2023), tapi proses registrasinya masih ""DALAM PROSES"" aja.. Ada bagusnya jika proses pendaftaran kode QRnya dikirim langsung dr Dukcapil Pusat via WA atau Email yg terdaftar, jadi gak perlu harus datang ke kantor Dukcapil setempat yg udah pasti memerlukan waktu lebih lama, belum lagi jik kita sebagai buruh, harus izin dulu..",1
"Apa ini, pake jaringan data Telkomsel & XL tidak ada koneksi internet. Pake wifi Indihome sama Biznet juga sama. Padahal buat buka playstore, streaming yt, buka shopee, update aplikasi dll bisa. Gini amat nyari bahan korupsi uang anggaran negara",1
"Pelayanan nya cukup rumit dan lama, pada saat aktivasi akun saja untuk pesan masuk ke email kita butuh waktu setengah jam (bikin akun game kyknya lebih cepet dari ini) Mohon untuk ditingkatkan lagi performa aplikasi Sekelas aplikasi nasional masa lelet sih",1
"Maaf saya termasuk belum beruntung menggunakan aplikasi ini, mau lihat dokumen loading terus, kalau lihat lainnya dokumen sedang diintegrasikan Saya kira karena versi android yang 8, tapi saya coba di versi 10 eh ternyata sama loading terus menerus .",1
"Segala bentuk pelayanan digital yang di kelola negara wakanda serba tertinggal, dari segi tampilan web ataupun aplikasi seperti jaman sebelum ada blogger, itu baru tampilan. Belum lagi sistem yang banyak tidak berfungsi sebagaimana mestinya, dan masih banyak lagi tentunya, digitalisasi sepertinya hanya Gimik semata, yang dibuat dengan asal jadi yang penting ada, tidak dibuat dengan sebaik baiknya, kita memang harus mengikuti perkembangan jaman, tapi tidak juga dg asal asalan",1
Kalau mau masuk jangan loding bacaan memuat dulu warna kuning. Langsung aja warna hijau bacaan masuk. Kalau loding memuat dulu mh kelamaan masuk aplikasinya loding memuatnya saja nunggunya lama. It saran saya. Mending langsung saja warna hijau MASUK. Tinggal langsung klik saja terus masukin PIN. Kan cepat masuknya,4
"Jaringan sudah baik, namun untuk perangkat vivo Y53 tidak support padahal android sudah Marshmallow. Sedangkan keterangan di aplikasi sudah support untuk Android 5.0 (Lollipop) dan diatasnya, tolong masalahnya segera di atasi",1
Udah coba aplikasinya bagus sih udah bisa lihat data dokumen kk dan dokumen lainnya tp syang utk pilihan apps pelayanan sll minta login lagi pdhl sdh bnr pasword dan captha yg diinput ttp tp ssh untuk masuk/login nya..... Tolong diperbaiki lagi aplikasinya,2
"Aplikasinya tolong diupdate , karena berkali kali login tidak bisa. Tambahkan opsi lain untuk login semisal login pakai email atau NIK karena saat Masukkan PIN berkali² tidak bisa padahal awalnya baik² ja.",1
"Tolonglah servernya gedein lagi, masuk susah banget. Negara besar server sulit. Tujuan adanya aplikasi yaitu menunjang kerja yang cepat efisien bukan memperlambat. Mau ngecek ktp digital aj susah sulit.",1
"Kirain cuma aku aja yang gak bisa buka aplikasi nya, ternyata hampir semua pengguna aplikasi 😅. Masa iya jaringan 4g full gak bisa buka, memuat gagal suruh coba lagi. Ehh buseeet, gini amat. Mau nyetak fisik KTP juga di perlambat.. Kapan Indonesia maju nya ❗❗❗",1
"Ini aplikasi pemerintahan gak ada niatan buat di upgrade lagi. Niatnya buat mempermudah penduduk buat akses data pribadi, kalau sewaktu waktu ada dokumen pribadi yang hilang tapi lagi dibutuhin kan bisa pakek ini aplikasi buat ngurus ngurus dokumen. Eh tapi ini gak ngebantu, bisalah coba di uprage lagi",1
"Ayolah.. anggaran aplikasi ini pasti besar. Tolong maksimalkan. Buka aplikasi aja lemot. Lebih cepat ambil KTP di dompet drpda buka aplikasi. Belum lagi ribetnya masukin pasword. Ayolah, zaman sdh canggih harusnya bisa pake Fingerprint bukanya. Belajar sm aplikasi Bank. Sengaja kasih bintang rendah supaya dibaca dan diperbaiki.",2
"Entah kenapa aplikasi pemerintah selalu ""aneh""? Kalau memang belum siap untuk yang online-online an atau digital-digital an mending jangan dulu deh. Percuma, online tp on the spot juga ujung-ujungnya. Mending kembali ke zaman arsip manual, blangko dan perfotocopy aja.",1
"Bukannya mempermudah malah makin ribet. Ktp itu sangat perlu fisiknya, masih banyak lowongan ataupun lembaga yang meminta menggunakan ktp asli, bukan digital seperti ini. Mana sering ngebug, smpe sekarang aja belum kebuka lagi KTPnya. Parah.",1
